company,department,title,salary,currency,gender,race,sexual_orientation,exp_years,country,city,inhouse,nb_jobs,happy_salary,nb_awards_top,nb_awards_inter,nb_awards_local
Pwc Experience Center,Creative - Experience Design,UX / Service Designer,43000,EUR,Male,Mixed,Gay,3,France,Paris,External,,,,,
,Creative - Experience Design,UX Architect,"70,000",USD,Female,White,Heterosexual,5,United States,St. Louis,In-house,3,No,0,0,1
Tech Startup,Creative - Experience Design,UX Designer,"$130,000",USD,Male,White,Heterosexual,5,United States,New York,In-house,,,,,
,Creative - Experience Design,UX Designer,745000,USD,female,Black,Heterosexual,3,United States,New York,In-house,3,No,,,
,Creative - Experience Design,UX/UI designer,"82,000",USD,Female,,,2,USA,New York,,,,,,
COLAB Digital Agency,Creative - Experience Design,UX/UI Designer,"38,500",,Female,Black/African American,,1,USA,"Richmond, VA",In-house,,,,,
,Creative - Experience Design,UX/UI Designer,70000,USD,heterosexual,Black,,3,United States,"Washington, D.C.",External,2,Yes,,,1
,Creative - Experience Design,UX/UI Designer,"56,750",USD,,Mixed black and Asian,Heterosexual,3,United States,"Richmond, Virginia",In-house,2,No,0,0,0
RPA,Creative - Experience Design,VP UX,210000,USD,Male,Asian,Heterosexual,20,United States,Los Angeles,In-house,2,,,,
FCB,Creative - Experience Design,"Associate Director, User Experience",120000,USD,Female,White,Heterosexual,9,United States,Chicago,External,4,Yes,3,2,0
,Creative - Experience Design,Director,"195,000",USD,Female,White,Heterosexual,12,United States,New York,In-house,5,No,3,5,10+
,Creative - Experience Design,Principal UX Designer,140000,USD,Woman,Asian,Pansexual,10,United States,New York,External,5,No,,,
Deloitte Digital,Creative - Experience Design,Consultant,78000 inclusive,AUD,F,White,Heterosexual,4,Australia,Sydney,External,4,No,0,0,0
host/havas,Creative - Experience Design,Experience designer,"80,000 (includes super)",AUD,female,White,Heterosexual,4,Australia,Sydney,In-house,3,No,0,1,1
,Creative - Experience Design,Senior Experience Designer,127500,USD,Female,White,Heterosexual,13,United States,New York,External,6,Yes,2,0,3
,Creative - Experience Design,UX Designer,900,USD,,White,,2,Ukraine,Kyiv,In-house,2,Yes,0,0,2
,Creative - Experience Design,UX Managing Lead,"150,000",USD,Female,White,Heterosexual,10,United States,New York,In-house,6,Yes,0,0,0
,Creative - Experience Design,Interactive Lead,"80,000",USD,Male,White,Heterosexual,8,United States,Tulsa,In-house,3,Yes,0,0,10+
,Creative - Experience Design,Experience Design Manager,"118,600",USD,Female,White,Heterosexual,10,United States,Boston,External,3,Yes,,,
,Creative - Experience Design,Executive Creative Director,"350,000",USD,female,White,Bisexual,17,United States,New York,In-house,4,Yes,,,
Publicis Sapient,Creative - Experience Design,Experience Design Lead,"$145,001 (base: $122,055; bonus $13,182)",USD,Cis woman,Asian,Heterosexual,9,United States,New York,In-house,3,Yes,0,0,0
,Creative - Experience Design,Lead Designer,175000,AUD,Male,White,Heterosexual,18,Australia,Sydney,In-house,8,Yes,0,7,5
Hornet Inc.,Creative - Motion Designer,Motion Designer,300 / day,USD,Female,White,Bisexual,3,United States,New York,In-house,4,Yes,0,2,3
,Creative - Other,Animator,"158,000",USD,Male,,Heterosexual,14,United States,Los Angeles,In-house,,,,,
,Creative - Other,Associate Creative Direction,"110,000",USD,Male,White,Heterosexual,7,USA,Brooklyn,In-house,,,,,
,Creative - Other,Associate Creative Director,"165,000",USD,Female,White,,15,USA,San Franciso,In-house,,,,,
Archrival,Creative - Other,Associate Creative Director,"105,000",USD,Male,White,Heterosexual,8,United States,Los Angeles,In-house,5,Yes,0,0,0
,Creative - Other,Associate Director of Design,80000,USD,Male,,Gay,20,USA,Atlanta,External,,,,,
IPG,Creative - Other,Associate Producer,70000,,Female,Black,Hetero,11,,Stamford,In-house,,,,,
,Creative - Other,Awards Manager,"112,000",USD,F,White,,7,USA,New York,In-house,,,,,
suds,Creative - Other,CD,1324323,USD,,,,10,United States,New York,,,,,,
Sid Lee,Creative - Other,Community Manager,35000,,Male,Caucasian,Heterosexual,1,Canada,"Montréal, CA",In-house,,,,,
,Creative - Other,Concept Director,"120,000",USD,Male,White,Heterosexual,15,USA,Chicago,External,,,,,
WPP,Creative - Other,Content Executive,"58,000",AUD,Female,Asian,Lesbian,3,Australia,Sydney,External,,,,,
,Creative - Other,content manager,60000,USD,female,asian,Heterosexual,4,USA,louisville,In-house,,,,,
K,Creative - Other,Copy writer,5000,TLR,Male,,,4,Turkey,Istanbul,In-house,,,,,
We are unlimited,Creative - Other,Creative,White claw and tears,USD,,,,6,USA,Chicago,,,,,,
,Creative - Other,Creative,60000,GBP,Male,White,Gay,7,UK,London,External,,,,,
,Creative - Other,Creative (Mid-Weight),36000,GBP,Male,White,Heterosexual,5,UK,London,In-house,2,Yes,,,
Big Finish,Creative - Other,Creative Associate,"53,000",USD,Male,White,Heterosexual,1,USA,New York,External,,,,,
,Creative - Other,Creative Coordinator,"$54,000",USD,Female,White,Bisexual,10,United States,Los Angeles,In-house,4,No,0,0,0
Periscope,Creative - Other,Creative Coordinator/Recruiter,"61,000",,Female,White,Cis,5,USA,Minneapolis,In-house,,,,,
,Creative - Other,Creative Director,110000,USD,MALE,White,Heterosexual,14,Hong Kong,Hong Kong,In-house,,,,,
,Creative - Other,Creative Director,165000,USD,Female,While,Heterosexual,26,USA,Boston,In-house,,,,,
,Creative - Other,Creative Director,"82,500",USD,Female,,,11,USA,Raleigh,Both,,,,,
,Creative - Other,creative director,200000,USD,male,hispanic,Gay,14,USA,new york,In-house,,,,,
,Creative - Other,Creative Director,40000,USD,male,Latinx,Heterosexual,13,Guatemala,Guatemala,Advertising agency,,,,,
,Creative - Other,Creative Director,300k,USD,,,,20,United States,San Francisco,External,,,,,
,Creative - Other,Creative Director,"$150,000",USD,Female,White,Heterosexual,15,United States,Phoenix,External,,,,,
,Creative - Other,Creative Director,"77,000",USD,,White,Heterosexual,6,United States,Portland,In-house,,,,,
,Creative - Other,Creative Director,"140,000",USD,,White,Bisexual,18,United States,Raleigh,In-house,,,,,
Privately owned,Creative - Other,Creative Director,"150,000",USD,,,,19,United States,Baltimore,In-house,5,,,,
,Creative - Other,Creative Director,"100,000",GBP,Male,White,Heterosexual,13,UK,London,In-house,5,,,,
Same salary at WPP & Publicis,Creative - Other,Creative Director,16000 SGD,SGD,Female,Asian,Heterosexual,13,Singapore,Singapore,,4,Yes,3,10+,10+
Same salary in WPP & Publicis,Creative - Other,Creative Director,16000 SGD per month / 192000 SGD pa,SGD,,Asian,,13,Singapore,Singapore,,4,Yes,3,10+,10+
,Creative - Other,Creative director,110000,EUR,Female,White,Heterosexual,15,Netherlands,Amsterdam,In-house,,,,,
,Creative - Other,Creative Director,"120,000",AUD,Male,White,Heterosexual,16,Australia,Sydney,External,,,,,
,Creative - Other,Creative Lead,4840,SGD,Female,Asian,,10,Singapore,Singapore,In-house,5,Yes,0,0,0
Dollar Shave Club,Creative - Other,Creative project manager,75000,,Female,White,,3,USA,Los Angeles,In-house,,,,,
Twigeo,Creative - Other,Creative Strategist,"75,000",,Cis Female,White,Heterosexual,3,USA,New York,External,,,,,
Octagon,Creative - Other,Creative Strategist,"47,000",,Cis Female,White,Heterosexual,1,USA,"New York, NY",External,,,,,
The Atlantic,Creative - Other,Creative Strategist,58000,USD,female,white,Heterosexual,4,USA,"Washington, DC",In-house,,,,,
,Creative - Other,Creative Talent Manager,"150,000",USD,Female,White,Heterosexual,11,United States,Oakland,In-house,,,,,
,Creative - Other,Designer,"44,000",USD,Female,Half white/ half Asian,Heterosexual,2,USA,Cincinnati,External,,,,,
,Creative - Other,Designer,92000,USD,Female,American japanese,Heterosexual,12,USA,New York city,In-house,,,,,
,Creative - Other,Designer,50k,,Male,Caucasian,Heterosexual,2,USA,Colorado,External,,,,,
,Creative - Other,Designer,50k,,Male,Caucasian,Heterosexual,2,USA,Colorado,External,,,,,
,Creative - Other,Digital Creative,2600,EUR,Female,White/asian,Heterosexual,2,Netherlands,Amsterdam,Production agency,1,,,,
,Creative - Other,Digital Marketing Strategist,"43,000",USD,female,White,Heterosexual,1,United States,"Lexington, KY","in-house marketing for agency, and work for clients",1,Yes,,,
,Creative - Other,Digital Platforms Creative,45000,EUR,m,cauc,str,3,Netherlands,Amsterdam,Agency,,,,,
,Creative - Other,Director of R&D,245000,USD,,Asian,Heterosexual,19,United States,Los Angeles,In-house,5,,,,
,Creative - Other,"Director, Strategic Communications","98,000",CDN,Female,White,Heterosexual,20,Canada,Toronto,In-house,,,,,
360i,Creative - Other,Editor,"75,000",USD,,,,5,United States,New York,In-house,,,,,
Leo Burnett Group,Creative - Other,Executive Creative Director,"255,000",USD,Female,White,,25,United States,Chicago,External,,,,,
,Creative - Other,Graphic Designer and Content Producer,58000,AUD,Female,White,Heterosexual,4,Australia,Melbourne,In-house,1,No,2,,
,Creative - Other,Group CD,"200,000",USD,Female,White,PA,24,United States,Greater New Jersey Area,External,6,No,1,1,10+
Creative,Creative - Other,Group Creative Director,"$180,000",USD,Male,White,Heterosexual,30,United States,St. Louis,,9,,1,1,10+
,Creative - Other,Head of Creative,"75,000",AUD,Male,White,Heterosexual,11,Australia,Brisbane,External,2,No,,,
,Creative - Other,Head of Experience,"165,000",GBP,Female,White,Heterosexual,13,UK,London,,,,,,
Word of Mouth Agency,Creative - Other,Junior Creative,10200,USD,Female,Latinx,Heterosexual,7,Ecuador,Quito,In-house,,,,,
,Creative - Other,Junior Creative,14 000,EUR,,,,2,Less wealthy eastern-european country,Riga,,1,No,0,0,1
,Creative - Other,Marketing Coordinator,"42,000",USD,Female,White,Bisexual,1,USA,"New York, NY",External,,,,,
,Creative - Other,Marketing Manager,45k,,,,,4,USA,NJ,In-house,,,,,
,Creative - Other,Marketing Specialist/Creative Director,"$45,000",USD,Male,White,Heterosexual,2,USA,Milwaukee,In-house,,,,,
,Creative - Other,Motion Designer,65000,USD,Female,White,Heterosexual,3,United States,Atlanta,In-house,,,,,
,Creative - Other,Motion Designer,65000,USD,Female,White,Heterosexual,3,United States,Atlanta,In-house,,,,,
Freelance,Creative - Other,Motion designer,"170,000",USD,Male,Asian,Heterosexual,6,United States,Greater New Jersey Area,In-house,7,Yes,0,0,0
,Creative - Other,Motion Director,80000,CAD,male,White,Heterosexual,20,Canada,ottawa,In-house,,,,,
,Creative - Other,Motion Graphics Designer,"48,000",USD,Female,White,Heterosexual,1.5,United States,Detroit,In-house,,,,,
,Creative - Other,Owner,"130,000",USD,Female,White,Heterosexual,22,United States,Chicago,External,4,No,0,6,0
,Creative - Other,Photographer,"$100,000",USD,Male,White,Heterosexual,15,USA,New York City,In-house,,,,,
,Creative - Other,Photographer/Retoucher,"$60,000",USD,female,white,Heterosexual,2,USA,New York,In-house,,,,,
WPP,Creative - Other,Presentation Design,"150,000",USD,Female,White,Heterosexual,15,United States,New York,In-house,4,Yes,0,0,0
,Creative - Other,Production Artist,"$78,000",USD,Make,White,Heterosexual,20,USA,Dallas,External,,,,,
TBWA Chiat /Day,Creative - Other,Project Manager,"75,000",USD,,Latinx,Heterosexual,5,United States,Los Angeles,In-house,,,,,
,Creative - Other,Resource Manager,"48,000",USD,Female,White,Cis,4,USA,Dallas,In-house,,,,,
News Corp,Creative - Other,Senior Content Producer,"101,000",AUD,,,,8.5,Australia,Sydney,In-house,,,,,
Arc Worldwide,Creative - Other,Senior Creative Resource Manager,85000,USD,female,white,Heterosexual,7,USA,Chicago,,,,,,
,Creative - Other,Senior Designer,"100,000",USD,M,,Gay,10,USA,New York,External,,,,,
,Creative - Other,Senior Production Designer,"80,800",USD,Male,Latinx,Heterosexual,14,United States,New York,In-house,,,,,
,Creative - Other,Senior Project Manager,97000,,Female,Black,,4,USA,New York,External,,,,,
,Creative - Other,Senior Writer,85000,CAN,Male,Brown,Heterosexual,7,Canada,Toronto,In-house,10,,,,
,Creative - Other,Social Media Creative,"$2,500",SGD,Cis Female,Asian,Bisexual,1,Singapore,Singapore,In-house,,,,,
target,Creative - Other,Sr. Creative Project Manager,"107,100",USD,female,White,Heterosexual,14,United States,Minneapolis,In-house,,,,,
,Creative - Other,Studio Director,"130,000",USD,Male,,,25,USA,Los Angeles,In-house,,,,,
Betabrand,Creative - Other,Stylist,"55,000",,Female,Asian,,3,USA,San Francisco,In-house,,,,,
Publicis,Creative - Other,Talent Partner,37,GBP,Female,White,Heterosexual,1,UK,London,In-house,2,,,,
Percolate Galactic,Creative - Other,Video Editor,"Rp. 8.000.000,- IDR / $567 USD per month",IDR,Female,Asian,Bisexual,1,Indonesia,Jakarta,Agency,,,,,
,Creative - Other,Video Editor,700/day rate,USD,Male,Latinx,Heterosexual,20,United States,New York,External,15,,,,
Contend,Creative - Other,"VP, Creative Director",170000,USD,Male,White,Heterosexual,15,United States,Los Angeles,In-house,,,,,
EPIC creative,Creative - Other,Web designer,58000,USD,Non-binary,Latinx,Queer,4,United States,Milwaukee,In-house,3,No,0,0,2
,Creative - Other,Creative technologist,1500,USD,Female,White,Heterosexual,7,Ukraine,Kyiv,In-house,5,No,0,3,
,Creative - Other,Global ECD,160000,GBP,Male,White,Heterosexual,22,UK,London,Blend,6,No,10+,10+,10+
,Creative - Other,Digital designer,30000,GBP,Male,White,Heterosexual,6,UK,London,External,3,No,0,0,1
Zumiez,Creative - Other,Marketing Creative Director,78000,USD,Female,Asian,Heterosexual,5,United States,Seattle,In-house,5,No,0,0,5 nominations and 5 awards internal recognition event
PODS,Creative - Other,"Senior Manager, Integrated Marketing Communications","118,000",USD,Female,Hispanic/Latino - Central American,Heterosexual,23,United States,"Tampa, FL",In-house,10,No,0,0,4
,Creative - Other,VP Marketing + Creative,145000,USD,Male,White,Heterosexual,30,United States,Joplin,In-house,9,Yes,0,0,4
Leggett & Platt,Creative - Other,VP Marketing and Creative,145000,USD,male,,Heterosexual,30,United States,Missouri,In-house,9,Yes,0,0,4
,Creative - Other,VP Marketing and Creative,145000,USD,male,,Heterosexual,30,United States,Missouri,In-house,9,Yes,0,0,4
Publicis,Creative - Other,Project Manager,"75,000",USD,Female,Latinx,Bisexual,8,United States,Miami,,6,No,0,0,0
,Creative - Other,Associate Copy Director,"90,000",USD,Female,White,Heterosexual,13,United States,Cincinnati,In-house,5,Yes,0,0,0
,Creative - Other,Creative Director,"100,000",GBP,Male,White,Heterosexual,13,UK,London,In-house,5,,,,
,Creative - Other,ACD,120000,USD,Female,White,Heterosexual,10,United States,New York,External,6,Yes,0,0,0
,Creative - Other,Group Creative Director,"$205,000",USD,Female,White,Heterosexual,16,United States,Austin,,3,No,,,
,Creative - Product Design,Product Designer,"$80,000",USD,Female,White,Heterosexual,1,United States,New York,External,1,,,,
Cognizant Accelerator,Creative - Product Design,Senior Product Designer,105000,USD,,White,Heterosexual,6,United States,Boulder,In-house,,,,,
,Creative - Project Management,Project Manager,"$65,000",,Female,,,2.5,USA,New York,Agency,,,,,
,Creative - Visual Design,3D Designer,"$95,000",USD,Male,White,Heterosexual,5,United States,New York,In-house,3,,,,
VIRTUE (VICE's Branding Agency),Creative - Visual Design,ANIMATOR,"80,000",USD,Female,Latina,Bisexual,4,USA,Brooklyn,In-house,,,,,
,Creative - Visual Design,Art Director,"$85,000",USD,Female,White,Heterosexual,4,USA,Boston,External,,,,,
,Creative - Visual Design,Associate Creative Director,"78,500",USD,Female,White,Heterosexual,10,USA,Chicago,In-house,,,,,
,Creative - Visual Design,Associate Creative Director,168000,USD,female,Asian,Bisexual,15,United States,New York,In-house,1,No,6,6,10+
PublicisSapient,Creative - Visual Design,Associate Design Director,"140,000",,Male,Middle Eastern,,10,USA,San Francisco,In-house,,,,,
mcgarrybowen New York,Creative - Visual Design,Associate Designer,"50,000",USD,Female,Latinx,Heterosexual,1,United States,New York,In-house,1,Yes,0,0,0
Agency EA,Creative - Visual Design,Associate Graphic Designer,"$65,000",,Male,White,Heterosexual,5,USA,Chicago,In-house,,,,,
R/GA,Creative - Visual Design,Associate Visual Design,"55,000",USD,Female,Black,Heterosexual,5,USA,New York,In-house,,,,,
Zak! Designs,Creative - Visual Design,Commercial Photographer & Graphic Desginer,20,USD,Male,White,Heterosexual,10,United States,Spokane,In-house,,,,,
,Creative - Visual Design,Contract Graphic Designer,"$104,000 minimum",AUD,Female,White,Heterosexual,4,Australia,"Melbourne, Australia",In-house contractor,3,Yes,0,0,0
,Creative - Visual Design,Creative Director,"115,000",USD,F,white,gay,11,USA,Chicago,In-house,,,,,
,Creative - Visual Design,Creative Director,150000,USD,Male,White,Heterosexual,13,USA,Los Angeles,External,,,,,
,Creative - Visual Design,Creative Director,"120,000",USD,Male,Caucasian,,10,USA,NYC,External,,,,,
,Creative - Visual Design,Creative Director,"120,000",USD,Male,Caucasian,,10,USA,NYC,External,,,,,
,Creative - Visual Design,Creative Director,"190,000",USD,Male,W,Heterosexual,19,United States,Austin,External,,,,,
Freelance,Creative - Visual Design,Creative Director,150000,USD,Female,White,Lesbian,24,United States,Remote,Freealance,,,,,
,Creative - Visual Design,Creative Director,"110,000",USD,Female,White,Heterosexual,10,United States,Saint Louis,External,3,,,,
,Creative - Visual Design,Creative Director,"225,000",USD,male,White,Heterosexual,17,United States,Los Angeles,External,10,Yes,,,
,Creative - Visual Design,Creative Director,275000,USD,F,White,Heterosexual,25,United States,New York,In-house,4,Yes,,,
,Creative - Visual Design,Creative Studio Designer,"$45,000",USD,Female,White,Heterosexual,0.5,USA,Chicago,,,,,,
22squared,Creative - Visual Design,Creative Studio Director,"105,000",USD,Female,White,Heterosexual,20,United States,Atlanta,External,,,,,
,Creative - Visual Design,Design Director,"130,000",USD,Female,White,Heterosexual,9,United States,New York,,,,,,
,Creative - Visual Design,Design Director,"130,000",USD,Female,White,Heterosexual,9,United States,New York,,,,,,
,Creative - Visual Design,Design Director,96900,USD,Female,White,Heterosexual,18,United States,New York,In-house,,,,,
